Dep Airport Code;Arr Airport Code;Dep Airport Name;Dep IATA Country Code;Dep IATA Country Name;Arr Airport Code;Arr Airport Name;Arr IATA Country Code;Arr IATA Country Name;Dep Region Code;Dep Region Name;Arr Region Code;Arr Region Name;Frequency;Seats Total
TIN;CBH;Tindouf;DZ;Algeria;CBH;Bechar;DZ;Algeria;AF1;Africa : North Africa;AF1;Africa : North Africa;4;408
TMR;BMW;Tamanrasset;DZ;Algeria;BMW;Bordj Mokhtar;DZ;Algeria;AF1;Africa : North Africa;AF1;Africa : North Africa;5;330
TMR;DJG;Tamanrasset;DZ;Algeria;DJG;Djanet;DZ;Algeria;AF1;Africa : North Africa;AF1;Africa : North Africa;13;1680
TMR;ELG;Tamanrasset;DZ;Algeria;ELG;El Golea;DZ;Algeria;AF1;Africa : North Africa;AF1;Africa : North Africa;4;264
VVZ;DJG;Illizi;DZ;Algeria;DJG;Djanet;DZ;Algeria;AF1;Africa : North Africa;AF1;Africa : North Africa;5;366
OGX;AZR;Ouargla;DZ;Algeria;AZR;Adrar;DZ;Algeria;AF1;Africa : North Africa;AF1;Africa : North Africa;4;264
OGX;JED;Ouargla;DZ;Algeria;JED;Jeddah;SA;Saudi Arabia;AF1;Africa : North Africa;ME1;Middle East;5;1378
OGX;TMR;Ouargla;DZ;Algeria;TMR;Tamanrasset;DZ;Algeria;AF1;Africa : North Africa;AF1;Africa : North Africa;4;592
ORN;BCN;Oran Ahmed Ben Bella Apt;DZ;Algeria;BCN;Barcelona Apt;ES;Spain;AF1;Africa : North Africa;EU1;Europe : Western Europe;13;1924
ORN;CMN;Oran Ahmed Ben Bella Apt;DZ;Algeria;CMN;Casablanca Mohammed V Apt;MA;Morocco;AF1;Africa : North Africa;AF1;Africa : North Africa;14;4096
ORN;TIN;Oran Ahmed Ben Bella Apt;DZ;Algeria;TIN;Tindouf;DZ;Algeria;AF1;Africa : North Africa;AF1;Africa : North Africa;9;1332
ORN;TMR;Oran Ahmed Ben Bella Apt;DZ;Algeria;TMR;Tamanrasset;DZ;Algeria;AF1;Africa : North Africa;AF1;Africa : North Africa;5;740
ORY;BJA;Paris Orly Apt;FR;France;BJA;Bejaia;DZ;Algeria;EU1;Europe : Western Europe;AF1;Africa : North Africa;27;4140
TIN;ORN;Tindouf;DZ;Algeria;ORN;Oran Ahmed Ben Bella Apt;DZ;Algeria;AF1;Africa : North Africa;AF1;Africa : North Africa;9;1332
TMR;INZ;Tamanrasset;DZ;Algeria;INZ;In Salah;DZ;Algeria;AF1;Africa : North Africa;AF1;Africa : North Africa;5;330
TMR;OGX;Tamanrasset;DZ;Algeria;OGX;Ouargla;DZ;Algeria;AF1;Africa : North Africa;AF1;Africa : North Africa;4;592
TMR;ORN;Tamanrasset;DZ;Algeria;ORN;Oran Ahmed Ben Bella Apt;DZ;Algeria;AF1;Africa : North Africa;AF1;Africa : North Africa;5;740
ALG;OUA;Algiers;DZ;Algeria;OUA;Ouagadougou;BF;Burkina Faso;AF1;Africa : North Africa;AF3;Africa : Central/Western Africa;14;2034
ALG;PEK;Algiers;DZ;Algeria;PEK;Beijing Capital Intl Apt;CN;China;AF1;Africa : North Africa;AS4;Asia : North East Asia;9;2259
ALG;SVO;Algiers;DZ;Algeria;SVO;Moscow Sheremetyevo International Apt;RU;Russian Federation;AF1;Africa : North Africa;EU2;Europe : Eastern/Central Europe;5;510
AZR;ORN;Adrar;DZ;Algeria;ORN;Oran Ahmed Ben Bella Apt;DZ;Algeria;AF1;Africa : North Africa;AF1;Africa : North Africa;17;1450
BCN;ALG;Barcelona Apt;ES;Spain;ALG;Algiers;DZ;Algeria;EU1;Europe : Western Europe;AF1;Africa : North Africa;48;6816
CZL;ALG;Constantine;DZ;Algeria;ALG;Algiers;DZ;Algeria;AF1;Africa : North Africa;AF1;Africa : North Africa;163;15503
CZL;ETZ;Constantine;DZ;Algeria;ETZ;Metz/Nancy Lorraine;FR;France;AF1;Africa : North Africa;EU1;Europe : Western Europe;5;720
CZL;ORN;Constantine;DZ;Algeria;ORN;Oran Ahmed Ben Bella Apt;DZ;Algeria;AF1;Africa : North Africa;AF1;Africa : North Africa;22;1632
CZL;TIN;Constantine;DZ;Algeria;TIN;Tindouf;DZ;Algeria;AF1;Africa : North Africa;AF1;Africa : North Africa;9;1332
ETZ;CZL;Metz/Nancy Lorraine;FR;France;CZL;Constantine;DZ;Algeria;EU1;Europe : Western Europe;AF1;Africa : North Africa;5;720
FCO;ALG;Rome Fiumicino Apt;IT;Italy;ALG;Algiers;DZ;Algeria;EU1;Europe : Western Europe;AF1;Africa : North Africa;17;1734
GHA;ALG;Ghardaia;DZ;Algeria;ALG;Algiers;DZ;Algeria;AF1;Africa : North Africa;AF1;Africa : North Africa;41;3506
LIL;ALG;Lille Lesquin Airport;FR;France;ALG;Algiers;DZ;Algeria;EU1;Europe : Western Europe;AF1;Africa : North Africa;22;3166
LYS;TLM;Lyon St-exupery Apt;FR;France;TLM;Tlemcen;DZ;Algeria;EU1;Europe : Western Europe;AF1;Africa : North Africa;5;810
MED;ALG;Madinah;SA;Saudi Arabia;ALG;Algiers;DZ;Algeria;ME1;Middle East;AF1;Africa : North Africa;15;4209
MPL;ALG;Montpellier Mediterranee Apt;FR;France;ALG;Algiers;DZ;Algeria;EU1;Europe : Western Europe;AF1;Africa : North Africa;9;1316
MPL;ORN;Montpellier Mediterranee Apt;FR;France;ORN;Oran Ahmed Ben Bella Apt;DZ;Algeria;EU1;Europe : Western Europe;AF1;Africa : North Africa;12;1760
OGX;VVZ;Ouargla;DZ;Algeria;VVZ;Illizi;DZ;Algeria;AF1;Africa : North Africa;AF1;Africa : North Africa;4;408
ORN;ALC;Oran Ahmed Ben Bella Apt;DZ;Algeria;ALC;Alicante Airport;ES;Spain;AF1;Africa : North Africa;EU1;Europe : Western Europe;31;4476
ORN;ALG;Oran Ahmed Ben Bella Apt;DZ;Algeria;ALG;Algiers;DZ;Algeria;AF1;Africa : North Africa;AF1;Africa : North Africa;169;16289
ORN;AZR;Oran Ahmed Ben Bella Apt;DZ;Algeria;AZR;Adrar;DZ;Algeria;AF1;Africa : North Africa;AF1;Africa : North Africa;17;1450
ORN;CZL;Oran Ahmed Ben Bella Apt;DZ;Algeria;CZL;Constantine;DZ;Algeria;AF1;Africa : North Africa;AF1;Africa : North Africa;26;2708
ORN;MPL;Oran Ahmed Ben Bella Apt;DZ;Algeria;MPL;Montpellier Mediterranee Apt;FR;France;AF1;Africa : North Africa;EU1;Europe : Western Europe;12;1760
ORN;ORY;Oran Ahmed Ben Bella Apt;DZ;Algeria;ORY;Paris Orly Apt;FR;France;AF1;Africa : North Africa;EU1;Europe : Western Europe;31;4588
ORY;ORN;Paris Orly Apt;FR;France;ORN;Oran Ahmed Ben Bella Apt;DZ;Algeria;EU1;Europe : Western Europe;AF1;Africa : North Africa;31;4588
OUA;ALG;Ouagadougou;BF;Burkina Faso;ALG;Algiers;DZ;Algeria;AF3;Africa : Central/Western Africa;AF1;Africa : North Africa;13;1872
PEK;ALG;Beijing Capital Intl Apt;CN;China;ALG;Algiers;DZ;Algeria;AS4;Asia : North East Asia;AF1;Africa : North Africa;9;2259
SVO;ALG;Moscow Sheremetyevo International Apt;RU;Russian Federation;ALG;Algiers;DZ;Algeria;EU2;Europe : Eastern/Central Europe;AF1;Africa : North Africa;4;408
TIN;CZL;Tindouf;DZ;Algeria;CZL;Constantine;DZ;Algeria;AF1;Africa : North Africa;AF1;Africa : North Africa;9;1332
TLM;LYS;Tlemcen;DZ;Algeria;LYS;Lyon St-exupery Apt;FR;France;AF1;Africa : North Africa;EU1;Europe : Western Europe;5;810
VVZ;OGX;Illizi;DZ;Algeria;OGX;Ouargla;DZ;Algeria;AF1;Africa : North Africa;AF1;Africa : North Africa;4;408
MAD;ALG;Madrid Adolfo Suarez-Barajas Apt;ES;Spain;ALG;Algiers;DZ;Algeria;EU1;Europe : Western Europe;AF1;Africa : North Africa;22;3152
MED;ELU;Madinah;SA;Saudi Arabia;ELU;El Oued;DZ;Algeria;ME1;Middle East;AF1;Africa : North Africa;1;144
MRS;AAE;Marseille Provence Apt;FR;France;AAE;Annaba;DZ;Algeria;EU1;Europe : Western Europe;AF1;Africa : North Africa;27;3996
MRS;ALG;Marseille Provence Apt;FR;France;ALG;Algiers;DZ;Algeria;EU1;Europe : Western Europe;AF1;Africa : North Africa;84;10612
MRS;BJA;Marseille Provence Apt;FR;France;BJA;Bejaia;DZ;Algeria;EU1;Europe : Western Europe;AF1;Africa : North Africa;9;1386
ORN;AAE;Oran Ahmed Ben Bella Apt;DZ;Algeria;AAE;Annaba;DZ;Algeria;AF1;Africa : North Africa;AF1;Africa : North Africa;13;858
ORN;LIL;Oran Ahmed Ben Bella Apt;DZ;Algeria;LIL;Lille Lesquin Airport;FR;France;AF1;Africa : North Africa;EU1;Europe : Western Europe;13;1694
ORY;BLJ;Paris Orly Apt;FR;France;BLJ;Batna;DZ;Algeria;EU1;Europe : Western Europe;AF1;Africa : North Africa;5;810
ORY;CZL;Paris Orly Apt;FR;France;CZL;Constantine;DZ;Algeria;EU1;Europe : Western Europe;AF1;Africa : North Africa;13;1924
TMR;ALG;Tamanrasset;DZ;Algeria;ALG;Algiers;DZ;Algeria;AF1;Africa : North Africa;AF1;Africa : North Africa;39;5836
VIE;ALG;Vienna International;AT;Austria;ALG;Algiers;DZ;Algeria;EU1;Europe : Western Europe;AF1;Africa : North Africa;9;1008
AAE;ORY;Annaba;DZ;Algeria;ORY;Paris Orly Apt;FR;France;AF1;Africa : North Africa;EU1;Europe : Western Europe;14;2072
ALG;BRU;Algiers;DZ;Algeria;BRU;Brussels Airport;BE;Belgium;AF1;Africa : North Africa;EU1;Europe : Western Europe;14;2060
ALG;CAI;Algiers;DZ;Algeria;CAI;Cairo International;EG;Egypt;AF1;Africa : North Africa;AF1;Africa : North Africa;14;2086
ALG;DSS;Algiers;DZ;Algeria;DSS;Dakar Blaise Diagne International;SN;Senegal;AF1;Africa : North Africa;AF3;Africa : Central/Western Africa;22;3264
ALG;GJL;Algiers;DZ;Algeria;GJL;Jijel;DZ;Algeria;AF1;Africa : North Africa;AF1;Africa : North Africa;62;4092
ALG;ORY;Algiers;DZ;Algeria;ORY;Paris Orly Apt;FR;France;AF1;Africa : North Africa;EU1;Europe : Western Europe;111;20114
ALG;PMI;Algiers;DZ;Algeria;PMI;Palma de Mallorca;ES;Spain;AF1;Africa : North Africa;EU1;Europe : Western Europe;9;594
ALG;TLM;Algiers;DZ;Algeria;TLM;Tlemcen;DZ;Algeria;AF1;Africa : North Africa;AF1;Africa : North Africa;27;3030
ALG;TLS;Algiers;DZ;Algeria;TLS;Toulouse;FR;France;AF1;Africa : North Africa;EU1;Europe : Western Europe;21;2444
ALG;TUN;Algiers;DZ;Algeria;TUN;Tunis;TN;Tunisia;AF1;Africa : North Africa;AF1;Africa : North Africa;45;5987
BRU;ALG;Brussels Airport;BE;Belgium;ALG;Algiers;DZ;Algeria;EU1;Europe : Western Europe;AF1;Africa : North Africa;14;2060
BSK;ORY;Biskra;DZ;Algeria;ORY;Paris Orly Apt;FR;France;AF1;Africa : North Africa;EU1;Europe : Western Europe;4;648
CAI;ALG;Cairo International;EG;Egypt;ALG;Algiers;DZ;Algeria;AF1;Africa : North Africa;AF1;Africa : North Africa;14;2086
CBH;CZL;Bechar;DZ;Algeria;CZL;Constantine;DZ;Algeria;AF1;Africa : North Africa;AF1;Africa : North Africa;4;592
CDG;CZL;Paris Charles de Gaulle Apt;FR;France;CZL;Constantine;DZ;Algeria;EU1;Europe : Western Europe;AF1;Africa : North Africa;18;2664
CZL;CBH;Constantine;DZ;Algeria;CBH;Bechar;DZ;Algeria;AF1;Africa : North Africa;AF1;Africa : North Africa;4;592
CZL;CDG;Constantine;DZ;Algeria;CDG;Paris Charles de Gaulle Apt;FR;France;AF1;Africa : North Africa;EU1;Europe : Western Europe;18;2664
CZL;IST;Constantine;DZ;Algeria;IST;Istanbul Airport;TR;Turkey;AF1;Africa : North Africa;EU1;Europe : Western Europe;13;1920
CZL;MED;Constantine;DZ;Algeria;MED;Madinah;SA;Saudi Arabia;AF1;Africa : North Africa;ME1;Middle East;9;2421
CZL;NCE;Constantine;DZ;Algeria;NCE;Nice;FR;France;AF1;Africa : North Africa;EU1;Europe : Western Europe;13;1780
DSS;ALG;Dakar Blaise Diagne International;SN;Senegal;ALG;Algiers;DZ;Algeria;AF3;Africa : Central/Western Africa;AF1;Africa : North Africa;22;3260
ALG;BJA;Algiers;DZ;Algeria;BJA;Bejaia;DZ;Algeria;AF1;Africa : North Africa;AF1;Africa : North Africa;22;2940
ALG;BOD;Algiers;DZ;Algeria;BOD;Bordeaux Merignac Apt;FR;France;AF1;Africa : North Africa;EU1;Europe : Western Europe;13;1936
ALG;GVA;Algiers;DZ;Algeria;GVA;Geneva;CH;Switzerland;AF1;Africa : North Africa;EU1;Europe : Western Europe;18;2480
ALG;LYS;Algiers;DZ;Algeria;LYS;Lyon St-exupery Apt;FR;France;AF1;Africa : North Africa;EU1;Europe : Western Europe;45;6422
ALG;TEE;Algiers;DZ;Algeria;TEE;Tebessa;DZ;Algeria;AF1;Africa : North Africa;AF1;Africa : North Africa;31;2046
ALG;TMX;Algiers;DZ;Algeria;TMX;Timimoun;DZ;Algeria;AF1;Africa : North Africa;AF1;Africa : North Africa;17;1422
ALG;VVZ;Algiers;DZ;Algeria;VVZ;Illizi;DZ;Algeria;AF1;Africa : North Africa;AF1;Africa : North Africa;10;886
AZR;INZ;Adrar;DZ;Algeria;INZ;In Salah;DZ;Algeria;AF1;Africa : North Africa;AF1;Africa : North Africa;5;330
BJA;ALG;Bejaia;DZ;Algeria;ALG;Algiers;DZ;Algeria;AF1;Africa : North Africa;AF1;Africa : North Africa;23;3084
BLJ;LYS;Batna;DZ;Algeria;LYS;Lyon St-exupery Apt;FR;France;AF1;Africa : North Africa;EU1;Europe : Western Europe;4;592
BOD;ALG;Bordeaux Merignac Apt;FR;France;ALG;Algiers;DZ;Algeria;EU1;Europe : Western Europe;AF1;Africa : North Africa;13;1936
BUD;VIE;Budapest;HU;Hungary;VIE;Vienna International;AT;Austria;EU2;Europe : Eastern/Central Europe;EU1;Europe : Western Europe;9;1008
CDG;ELU;Paris Charles de Gaulle Apt;FR;France;ELU;El Oued;DZ;Algeria;EU1;Europe : Western Europe;AF1;Africa : North Africa;4;496
CFK;MRS;Chlef;DZ;Algeria;MRS;Marseille Provence Apt;FR;France;AF1;Africa : North Africa;EU1;Europe : Western Europe;9;1346
CZL;JED;Constantine;DZ;Algeria;JED;Jeddah;SA;Saudi Arabia;AF1;Africa : North Africa;ME1;Middle East;11;2937
DJG;OGX;Djanet;DZ;Algeria;OGX;Ouargla;DZ;Algeria;AF1;Africa : North Africa;AF1;Africa : North Africa;2;288
ELG;OGX;El Golea;DZ;Algeria;OGX;Ouargla;DZ;Algeria;AF1;Africa : North Africa;AF1;Africa : North Africa;4;264
ELU;CDG;El Oued;DZ;Algeria;CDG;Paris Charles de Gaulle Apt;FR;France;AF1;Africa : North Africa;EU1;Europe : Western Europe;4;496
GHA;JED;Ghardaia;DZ;Algeria;JED;Jeddah;SA;Saudi Arabia;AF1;Africa : North Africa;ME1;Middle East;1;302
GVA;ALG;Geneva;CH;Switzerland;ALG;Algiers;DZ;Algeria;EU1;Europe : Western Europe;AF1;Africa : North Africa;18;2480
HME;INZ;Hassi Messaoud;DZ;Algeria;INZ;In Salah;DZ;Algeria;AF1;Africa : North Africa;AF1;Africa : North Africa;2;132
INZ;HME;In Salah;DZ;Algeria;HME;Hassi Messaoud;DZ;Algeria;AF1;Africa : North Africa;AF1;Africa : North Africa;2;132
JED;CZL;Jeddah;SA;Saudi Arabia;CZL;Constantine;DZ;Algeria;ME1;Middle East;AF1;Africa : North Africa;18;4901
JED;GHA;Jeddah;SA;Saudi Arabia;GHA;Ghardaia;DZ;Algeria;ME1;Middle East;AF1;Africa : North Africa;1;302
LYS;ALG;Lyon St-exupery Apt;FR;France;ALG;Algiers;DZ;Algeria;EU1;Europe : Western Europe;AF1;Africa : North Africa;45;6422
LYS;BLJ;Lyon St-exupery Apt;FR;France;BLJ;Batna;DZ;Algeria;EU1;Europe : Western Europe;AF1;Africa : North Africa;4;592
LYS;ORN;Lyon St-exupery Apt;FR;France;ORN;Oran Ahmed Ben Bella Apt;DZ;Algeria;EU1;Europe : Western Europe;AF1;Africa : North Africa;22;3256
MRS;CFK;Marseille Provence Apt;FR;France;CFK;Chlef;DZ;Algeria;EU1;Europe : Western Europe;AF1;Africa : North Africa;9;1332
MRS;ORN;Marseille Provence Apt;FR;France;ORN;Oran Ahmed Ben Bella Apt;DZ;Algeria;EU1;Europe : Western Europe;AF1;Africa : North Africa;31;4588
OGX;DJG;Ouargla;DZ;Algeria;DJG;Djanet;DZ;Algeria;AF1;Africa : North Africa;AF1;Africa : North Africa;3;432
OGX;ELG;Ouargla;DZ;Algeria;ELG;El Golea;DZ;Algeria;AF1;Africa : North Africa;AF1;Africa : North Africa;5;330
OGX;ORN;Ouargla;DZ;Algeria;ORN;Oran Ahmed Ben Bella Apt;DZ;Algeria;AF1;Africa : North Africa;AF1;Africa : North Africa;5;330
ORN;LYS;Oran Ahmed Ben Bella Apt;DZ;Algeria;LYS;Lyon St-exupery Apt;FR;France;AF1;Africa : North Africa;EU1;Europe : Western Europe;22;3256
ORN;MRS;Oran Ahmed Ben Bella Apt;DZ;Algeria;MRS;Marseille Provence Apt;FR;France;AF1;Africa : North Africa;EU1;Europe : Western Europe;31;4588
ELU;ORN;El Oued;DZ;Algeria;ORN;Oran Ahmed Ben Bella Apt;DZ;Algeria;AF1;Africa : North Africa;AF1;Africa : North Africa;5;330
GHA;ORN;Ghardaia;DZ;Algeria;ORN;Oran Ahmed Ben Bella Apt;DZ;Algeria;AF1;Africa : North Africa;AF1;Africa : North Africa;5;330
GHA;VVZ;Ghardaia;DZ;Algeria;VVZ;Illizi;DZ;Algeria;AF1;Africa : North Africa;AF1;Africa : North Africa;4;264
GJL;ALG;Jijel;DZ;Algeria;ALG;Algiers;DZ;Algeria;AF1;Africa : North Africa;AF1;Africa : North Africa;62;4092
IAM;OGX;In Amenas;DZ;Algeria;OGX;Ouargla;DZ;Algeria;AF1;Africa : North Africa;AF1;Africa : North Africa;5;330
INF;TMR;In Guezzam;DZ;Algeria;TMR;Tamanrasset;DZ;Algeria;AF1;Africa : North Africa;AF1;Africa : North Africa;5;330
IST;CZL;Istanbul Airport;TR;Turkey;CZL;Constantine;DZ;Algeria;EU1;Europe : Western Europe;AF1;Africa : North Africa;13;1920
JED;ORN;Jeddah;SA;Saudi Arabia;ORN;Oran Ahmed Ben Bella Apt;DZ;Algeria;ME1;Middle East;AF1;Africa : North Africa;11;3190
MED;CZL;Madinah;SA;Saudi Arabia;CZL;Constantine;DZ;Algeria;ME1;Middle East;AF1;Africa : North Africa;7;1883
NCE;CZL;Nice;FR;France;CZL;Constantine;DZ;Algeria;EU1;Europe : Western Europe;AF1;Africa : North Africa;13;1780
OGX;IAM;Ouargla;DZ;Algeria;IAM;In Amenas;DZ;Algeria;AF1;Africa : North Africa;AF1;Africa : North Africa;5;330
ORN;ELU;Oran Ahmed Ben Bella Apt;DZ;Algeria;ELU;El Oued;DZ;Algeria;AF1;Africa : North Africa;AF1;Africa : North Africa;5;330
ORN;GHA;Oran Ahmed Ben Bella Apt;DZ;Algeria;GHA;Ghardaia;DZ;Algeria;AF1;Africa : North Africa;AF1;Africa : North Africa;5;330
ORN;JED;Oran Ahmed Ben Bella Apt;DZ;Algeria;JED;Jeddah;SA;Saudi Arabia;AF1;Africa : North Africa;ME1;Middle East;13;3827
ORN;TMX;Oran Ahmed Ben Bella Apt;DZ;Algeria;TMX;Timimoun;DZ;Algeria;AF1;Africa : North Africa;AF1;Africa : North Africa;10;660
ORY;AAE;Paris Orly Apt;FR;France;AAE;Annaba;DZ;Algeria;EU1;Europe : Western Europe;AF1;Africa : North Africa;14;2072
ORY;ALG;Paris Orly Apt;FR;France;ALG;Algiers;DZ;Algeria;EU1;Europe : Western Europe;AF1;Africa : North Africa;111;20110
ORY;BSK;Paris Orly Apt;FR;France;BSK;Biskra;DZ;Algeria;EU1;Europe : Western Europe;AF1;Africa : North Africa;4;648
ORY;TLM;Paris Orly Apt;FR;France;TLM;Tlemcen;DZ;Algeria;EU1;Europe : Western Europe;AF1;Africa : North Africa;18;2916
PMI;ALG;Palma de Mallorca;ES;Spain;ALG;Algiers;DZ;Algeria;EU1;Europe : Western Europe;AF1;Africa : North Africa;9;594
TLM;ALG;Tlemcen;DZ;Algeria;ALG;Algiers;DZ;Algeria;AF1;Africa : North Africa;AF1;Africa : North Africa;28;3192
TLM;ORY;Tlemcen;DZ;Algeria;ORY;Paris Orly Apt;FR;France;AF1;Africa : North Africa;EU1;Europe : Western Europe;18;2916
TLS;ALG;Toulouse;FR;France;ALG;Algiers;DZ;Algeria;EU1;Europe : Western Europe;AF1;Africa : North Africa;21;2444
TMR;INF;Tamanrasset;DZ;Algeria;INF;In Guezzam;DZ;Algeria;AF1;Africa : North Africa;AF1;Africa : North Africa;5;330
TMR;VVZ;Tamanrasset;DZ;Algeria;VVZ;Illizi;DZ;Algeria;AF1;Africa : North Africa;AF1;Africa : North Africa;5;520
TMX;ORN;Timimoun;DZ;Algeria;ORN;Oran Ahmed Ben Bella Apt;DZ;Algeria;AF1;Africa : North Africa;AF1;Africa : North Africa;10;660
TUN;ALG;Tunis;TN;Tunisia;ALG;Algiers;DZ;Algeria;AF1;Africa : North Africa;AF1;Africa : North Africa;45;5987
VVZ;GHA;Illizi;DZ;Algeria;GHA;Ghardaia;DZ;Algeria;AF1;Africa : North Africa;AF1;Africa : North Africa;4;264
VVZ;TMR;Illizi;DZ;Algeria;TMR;Tamanrasset;DZ;Algeria;AF1;Africa : North Africa;AF1;Africa : North Africa;5;520
ORN;OGX;Oran Ahmed Ben Bella Apt;DZ;Algeria;OGX;Ouargla;DZ;Algeria;AF1;Africa : North Africa;AF1;Africa : North Africa;6;632
TEE;ALG;Tebessa;DZ;Algeria;ALG;Algiers;DZ;Algeria;AF1;Africa : North Africa;AF1;Africa : North Africa;31;2046
TMX;ALG;Timimoun;DZ;Algeria;ALG;Algiers;DZ;Algeria;AF1;Africa : North Africa;AF1;Africa : North Africa;17;1422
VIE;BUD;Vienna International;AT;Austria;BUD;Budapest;HU;Hungary;EU1;Europe : Western Europe;EU2;Europe : Eastern/Central Europe;9;1008
VVZ;ALG;Illizi;DZ;Algeria;ALG;Algiers;DZ;Algeria;AF1;Africa : North Africa;AF1;Africa : North Africa;9;784
